省份,城市,流域,河流,站点名称,经度,纬度,监测时间,水温,pH,溶解氧,电导率,浊度,高锰酸盐指数,氨氮,总有机碳,总磷,总氮,叶绿素α,藻密度,水质,站点
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-16 08:00:00,22.4800,7.70000,6.17000,412.83000,16.93000,6.96000,0.21000,,0.07000,0.79000,0.00000,18078600,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-16 12:00:00,22.1600,7.86000,7.43000,411.59000,13.13000,6.68000,0.16000,,0.06000,1.02000,0.00000,14531500,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-16 16:00:00,21.5400,7.87000,7.47000,399.95000,18.28000,7.19000,0.16000,,0.06000,0.75000,0.00000,13902500,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-16 20:00:00,20.9000,7.83000,7.22000,390.07000,17.94000,6.70000,0.15000,,0.06000,0.81000,0.00000,13343800,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-17 00:00:00,20.3100,7.80000,7.03000,386.36000,19.91000,6.28000,0.15000,,0.06000,1.02000,0.00000,10773900,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-17 04:00:00,19.6100,7.77000,6.79000,375.55000,16.74000,6.51000,0.16000,,0.07000,0.92000,0.00000,12755900,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-17 08:00:00,19.0000,7.76000,6.89000,378.36000,18.35000,6.00000,0.19000,,0.06000,1.02000,0.00000,10632400,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-17 12:00:00,19.5200,8.07000,8.45000,389.42000,14.71000,6.46000,0.17000,,0.06000,0.95000,0.00000,13046700,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-17 16:00:00,19.4600,8.11000,8.66000,384.15000,62.60000,6.68000,0.17000,,0.06000,0.99000,0.00000,11713100,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-17 20:00:00,19.0700,8.05000,8.49000,375.35000,15.69000,7.60000,0.17000,,0.06000,1.29000,0.00000,11609800,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-18 00:00:00,18.7300,7.86000,7.41000,376.51000,16.55000,7.60000,0.21000,,0.07000,1.19000,0.00000,11094000,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-18 04:00:00,18.2300,7.81000,7.21000,365.45000,17.07000,6.11000,0.23000,,0.06000,1.32000,0.00000,9464030,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-18 08:00:00,18.0300,7.74000,6.72000,362.91000,14.62000,6.13000,0.24000,,0.06000,0.98000,0.00000,9933090,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-18 12:00:00,18.7300,8.05000,8.39000,385.61000,16.31000,6.24000,0.21000,,0.07000,0.70000,0.00000,12597100,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-18 16:00:00,17.9500,8.53000,9.47000,7.31000,,6.89000,0.21000,,0.06000,0.70000,0.01000,6193920,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-18 20:00:00,18.7300,8.09000,8.70000,382.87000,14.59000,6.37000,0.16000,,0.06000,1.20000,0.00000,20595800,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-19 00:00:00,18.3700,7.82000,7.12000,393.89000,12.46000,6.37000,0.18000,,0.06000,1.21000,0.00000,15792100,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-19 04:00:00,18.0600,7.83000,7.39000,386.82000,13.71000,6.52000,0.16000,,0.06000,1.17000,0.00000,9353540,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-19 08:00:00,17.7700,7.82000,7.25000,386.46000,13.34000,6.07000,0.16000,,0.06000,1.16000,0.00000,9450890,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-19 12:00:00,18.4400,7.74000,6.86000,401.19000,11.20000,4.72000,0.34000,,0.06000,1.22000,0.00000,3241780,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-19 16:00:00,18.2900,7.92000,7.57000,404.31000,10.92000,4.34000,0.24000,,0.08000,1.25000,0.00000,3126690,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-19 20:00:00,18.0600,7.91000,7.72000,394.29000,11.31000,4.24000,0.21000,,0.07000,1.24000,0.00000,3250540,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-20 00:00:00,17.7500,7.99000,7.92000,369.42000,11.99000,4.24000,0.18000,,0.07000,1.41000,0.00000,2941830,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-20 04:00:00,17.5600,7.99000,8.08000,368.07000,14.50000,4.12000,0.15000,,0.08000,1.37000,0.00000,2613590,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-20 08:00:00,17.5800,7.83000,7.64000,387.74000,11.89000,4.81000,0.21000,,0.05000,1.06000,0.00000,3660340,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-20 12:00:00,17.5300,7.88000,7.86000,396.72000,12.45000,4.92000,0.21000,,0.05000,1.16000,0.00000,5010520,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-20 16:00:00,17.3900,7.89000,7.87000,397.98000,11.30000,4.90000,0.21000,,0.05000,1.11000,0.00000,4265800,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-20 20:00:00,17.0200,7.88000,7.86000,399.25000,13.90000,5.22000,0.22000,,0.05000,1.21000,0.00000,5324170,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-21 00:00:00,16.8100,7.82000,7.71000,404.02000,12.08000,5.22000,0.25000,,0.05000,1.16000,0.00000,3891990,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-21 04:00:00,16.6400,7.77000,7.41000,395.38000,10.71000,4.88000,0.29000,,0.05000,1.21000,0.00000,3090680,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-21 08:00:00,16.2700,7.79000,7.42000,390.76000,20.32000,4.98000,0.23000,,0.04000,1.06000,0.00000,5721650,Ⅲ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-21 12:00:00,16.5700,7.88000,8.08000,392.30000,9.34000,5.03000,0.25000,,0.04000,1.17000,0.00000,4002680,Ⅲ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-21 16:00:00,16.9000,7.89000,8.27000,394.62000,9.25000,4.78000,0.28000,,0.05000,1.15000,0.00000,2909480,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-21 20:00:00,16.6900,7.89000,8.16000,396.92000,8.12000,4.74000,0.29000,,0.04000,1.13000,0.00000,3092070,Ⅲ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-22 00:00:00,16.3400,7.90000,8.11000,392.12000,8.76000,4.74000,0.24000,,0.06000,1.10000,0.00000,2394990,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-22 04:00:00,16.0700,7.87000,7.97000,382.96000,9.29000,4.74000,0.24000,,0.06000,1.10000,0.00000,1974250,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-22 08:00:00,15.7700,7.97000,8.31000,350.94000,10.51000,3.93000,0.19000,,0.07000,1.23000,0.00000,2657660,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-22 12:00:00,16.2500,8.13000,9.12000,343.38000,9.71000,3.87000,0.14000,,0.06000,1.34000,0.00000,2960960,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-22 16:00:00,16.4300,8.12000,9.11000,350.68000,8.25000,3.91000,0.15000,,0.06000,1.28000,0.00000,2433650,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-22 20:00:00,16.3600,8.04000,8.73000,357.10000,6.93000,3.72000,0.17000,,0.06000,1.25000,0.00000,1650280,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-23 00:00:00,16.4300,8.03000,8.39000,343.45000,8.05000,3.72000,0.11000,,0.07000,1.28000,0.00000,2116880,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-23 04:00:00,16.1600,8.00000,8.36000,339.49000,9.28000,3.51000,0.13000,,0.07000,1.35000,0.00000,1973350,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-23 08:00:00,15.9000,7.92000,7.92000,338.58000,11.08000,3.63000,0.18000,,0.05000,1.31000,0.00000,2532420,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-23 12:00:00,16.9500,8.04000,8.57000,352.00000,10.35000,3.66000,0.17000,,0.05000,1.34000,0.00000,2430540,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-23 16:00:00,18.2000,8.38000,10.04000,387.47000,9.97000,4.26000,0.08000,,0.08000,1.26000,0.00000,5095190,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-23 20:00:00,17.5800,8.21000,9.21000,375.57000,11.34000,4.02000,0.10000,,0.08000,1.30000,0.00000,3270400,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-24 00:00:00,17.3900,8.13000,8.78000,368.04000,11.34000,4.02000,0.10000,,0.08000,1.30000,0.00000,2106930,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-24 04:00:00,17.2300,8.06000,8.43000,352.69000,7.56000,4.02000,0.11000,,0.06000,1.30000,0.00000,2437740,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-24 08:00:00,17.0200,7.94000,8.20000,351.25000,8.83000,3.67000,0.13000,,0.06000,1.25000,0.00000,2943820,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-24 12:00:00,18.7300,8.16000,9.19000,372.74000,9.19000,3.65000,0.08000,,0.05000,1.27000,0.00000,2042870,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-24 16:00:00,18.3200,8.35000,10.05000,379.85000,9.21000,4.20000,0.07000,,0.06000,1.26000,0.00000,3908220,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-24 20:00:00,18.0100,8.22000,9.41000,367.79000,9.63000,4.09000,0.08000,,0.05000,1.27000,0.00000,3269490,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-25 00:00:00,17.7900,8.04000,8.37000,374.04000,6.02000,4.09000,0.10000,,0.05000,1.27000,0.00000,2508230,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-25 04:00:00,17.4900,7.92000,8.09000,366.37000,7.32000,3.86000,0.12000,,0.05000,1.24000,0.00000,2074570,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-25 08:00:00,17.3700,7.90000,7.85000,369.44000,8.12000,3.86000,0.11000,,0.06000,1.18000,0.00000,2691570,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-25 12:00:00,18.7800,8.12000,9.07000,383.24000,8.81000,3.97000,0.06000,,0.06000,1.20000,0.00000,3481230,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-25 16:00:00,19.2000,8.49000,10.32000,384.22000,9.21000,4.48000,0.03000,,0.06000,1.22000,0.00000,4537930,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-25 20:00:00,18.4900,8.27000,9.30000,378.12000,9.61000,4.03000,0.03000,,0.06000,1.27000,0.00000,3605730,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-26 00:00:00,18.4900,8.14000,8.51000,376.62000,7.07000,4.03000,0.04000,,0.06000,1.24000,0.00000,3160700,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-26 04:00:00,18.2500,8.12000,8.48000,374.51000,6.61000,3.92000,0.03000,,0.06000,1.26000,0.00000,2997740,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-26 08:00:00,17.8900,7.96000,8.06000,373.12000,8.62000,4.10000,0.06000,,0.05000,1.16000,0.00000,3216440,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-26 12:00:00,19.1200,8.45000,10.11000,376.50000,8.84000,4.53000,0.02000,,0.05000,1.22000,0.00000,4304100,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-26 16:00:00,19.5300,8.76000,11.69000,381.03000,7.04000,4.88000,0.02000,,0.06000,1.23000,0.00000,6475610,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-26 20:00:00,18.9300,8.53000,10.34000,376.94000,8.11000,4.44000,0.02000,,0.05000,1.16000,0.00000,4286610,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-27 00:00:00,18.7300,8.21000,8.94000,384.04000,6.59000,4.44000,0.02000,,0.05000,1.15000,0.00000,2753490,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-27 04:00:00,18.5600,8.04000,8.22000,382.49000,6.57000,4.30000,0.03000,,0.05000,1.17000,0.00000,3801630,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-27 08:00:00,18.3200,7.98000,7.93000,398.80000,8.19000,4.24000,0.03000,,0.05000,1.10000,0.00000,3642710,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-27 12:00:00,19.2000,8.30000,9.46000,405.88000,8.00000,4.32000,0.02000,,0.05000,1.11000,0.00000,4647730,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-27 16:00:00,19.5900,8.73000,11.37000,406.01000,8.72000,5.27000,0.02000,,0.06000,1.17000,0.00000,6693710,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-27 20:00:00,19.2500,8.62000,10.57000,404.90000,9.65000,4.83000,0.02000,,0.05000,1.08000,0.00000,5498590,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-28 00:00:00,18.9500,8.34000,9.16000,384.65000,7.53000,4.83000,0.02000,,0.05000,1.08000,0.00000,10606900,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-28 04:00:00,18.7300,8.20000,8.72000,399.18000,8.95000,4.42000,0.02000,,0.06000,1.17000,0.00000,4115530,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-28 08:00:00,18.5100,8.09000,8.42000,399.88000,7.45000,4.07000,0.02000,,0.05000,1.03000,0.00000,3847530,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-28 12:00:00,19.9900,8.46000,9.76000,410.22000,6.19000,3.57000,0.02000,,0.06000,1.13000,0.00000,1887660,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-28 16:00:00,19.7400,8.80000,11.61000,412.86000,8.59000,5.13000,0.02000,,0.06000,1.18000,0.00000,6902180,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-28 20:00:00,19.2500,8.60000,10.29000,418.10000,8.74000,4.75000,0.02000,,0.07000,1.20000,0.00000,5174020,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-29 00:00:00,19.1200,8.59000,9.76000,410.09000,9.49000,4.75000,0.02000,,0.07000,1.20000,0.00000,6868400,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-29 04:00:00,18.8500,8.43000,9.07000,393.41000,10.04000,4.40000,0.02000,,0.05000,1.08000,0.00000,5347660,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-29 08:00:00,18.4900,8.05000,8.02000,392.48000,10.98000,4.15000,0.02000,,0.05000,1.17000,0.00000,4204560,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-29 12:00:00,19.5200,8.45000,9.85000,403.22000,8.12000,,0.02000,,0.07000,1.28000,0.00000,6958090,Ⅰ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-29 16:00:00,20.0100,8.93000,12.78000,419.37000,8.87000,,0.02000,,0.07000,1.20000,0.00000,7505990,Ⅰ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-29 20:00:00,19.5200,9.14000,14.18000,402.65000,8.26000,,0.02000,,0.06000,1.03000,0.00000,5544970,劣Ⅴ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-30 00:00:00,19.1000,8.56000,10.24000,395.44000,8.90000,,0.02000,,0.06000,1.03000,0.00000,5895760,Ⅰ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-30 04:00:00,19.0400,8.45000,9.69000,399.17000,7.48000,,0.02000,,0.06000,1.06000,0.00000,3819360,Ⅰ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-30 08:00:00,18.6800,8.18000,8.70000,385.98000,8.21000,,0.02000,,0.05000,1.03000,0.01000,4682950,Ⅰ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-30 12:00:00,19.5700,8.56000,10.46000,386.03000,7.94000,,0.02000,,0.06000,1.04000,0.01000,7566370,Ⅰ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-30 16:00:00,19.8900,9.02000,12.90000,392.07000,8.02000,,0.02000,,0.06000,1.03000,0.00000,9546680,劣Ⅴ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-30 20:00:00,19.4400,8.76000,11.68000,389.71000,8.34000,4.74000,0.02000,,0.06000,1.05000,0.00000,6645350,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-31 00:00:00,19.2500,8.55000,10.12000,395.69000,7.40000,4.89000,0.02000,,0.06000,1.17000,0.00000,4474030,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-31 04:00:00,19.0400,8.50000,9.86000,394.63000,7.24000,4.68000,0.02000,,0.06000,1.20000,0.00000,6220810,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-31 08:00:00,18.7800,8.39000,9.53000,406.18000,7.46000,4.39000,0.02000,,0.06000,1.17000,0.00000,5537140,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-31 12:00:00,21.2300,9.03000,12.73000,408.00000,6.54000,6.30000,0.02000,,0.05000,1.36000,0.00000,7398000,劣Ⅴ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-31 16:00:00,21.0500,9.29000,15.63000,397.65000,33.32000,6.30000,0.02000,,0.08000,1.07000,0.00000,15349500,劣Ⅴ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-10-31 20:00:00,20.2600,9.10000,13.48000,390.40000,7.06000,5.72000,0.02000,,0.06000,1.07000,0.00000,9195820,劣Ⅴ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-01 00:00:00,19.6600,8.83000,11.42000,387.27000,6.49000,5.72000,0.02000,,0.05000,0.99000,0.00000,6123170,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-01 04:00:00,19.6100,8.89000,11.20000,378.90000,5.69000,4.87000,0.02000,,0.05000,0.94000,0.00000,8002280,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-01 08:00:00,19.3200,8.79000,10.68000,374.11000,5.93000,4.73000,0.02000,,0.05000,0.91000,0.00000,7722820,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-01 12:00:00,20.3600,9.41000,15.64000,377.19000,7.29000,11.95000,0.02000,,0.09000,2.35000,0.01000,58987900,劣Ⅴ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-01 16:00:00,20.7400,9.33000,15.28000,405.77000,30.06000,6.78000,0.02000,,0.07000,1.05000,0.00000,11315400,劣Ⅴ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-01 20:00:00,20.1600,9.19000,13.53000,383.97000,57.13000,6.12000,0.02000,,0.06000,0.95000,0.00000,8910270,劣Ⅴ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-02 00:00:00,19.7000,8.95000,11.32000,378.60000,8.28000,5.22000,0.02000,,0.05000,0.87000,0.00000,6899710,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-02 04:00:00,19.2100,8.81000,10.33000,372.13000,9.43000,4.98000,0.03000,,0.05000,0.88000,0.00000,6965520,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-02 08:00:00,19.1000,8.62000,9.67000,387.67000,8.83000,4.89000,0.02000,,0.05000,0.99000,0.00000,7631020,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-02 12:00:00,19.6600,9.06000,11.62000,370.73000,7.47000,5.68000,0.02000,,0.05000,0.87000,0.00000,10321900,劣Ⅴ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-02 16:00:00,19.8400,9.17000,12.64000,371.33000,8.63000,6.41000,0.02000,,0.05000,0.96000,0.00000,11080500,劣Ⅴ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-02 20:00:00,19.2800,8.93000,10.96000,356.04000,11.50000,5.51000,0.03000,,0.05000,0.87000,0.00000,5988610,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-03 00:00:00,19.2100,8.90000,10.20000,360.71000,10.57000,5.51000,0.04000,,0.05000,0.87000,0.00000,5549970,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-03 04:00:00,18.8700,8.78000,9.59000,370.90000,13.50000,5.00000,0.06000,,0.05000,0.86000,0.00000,4920390,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-03 08:00:00,18.7600,8.78000,9.31000,375.22000,16.70000,4.72000,0.06000,,0.04000,0.80000,0.00000,4510680,Ⅲ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-03 12:00:00,19.7800,8.88000,10.31000,369.32000,15.34000,4.83000,0.04000,,0.04000,0.79000,0.00000,4437310,Ⅲ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-03 16:00:00,19.6400,9.01000,11.39000,379.05000,15.36000,4.96000,0.03000,,0.04000,0.82000,0.00000,4426560,劣Ⅴ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-04 04:00:00,18.7300,8.73000,9.10000,366.23000,32.64000,4.39000,0.08000,,0.04000,0.88000,0.00000,2505750,Ⅲ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-04 08:00:00,18.5600,8.65000,8.76000,383.92000,40.98000,4.19000,0.10000,,0.04000,0.88000,0.00000,2350660,Ⅲ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-04 12:00:00,18.8700,8.74000,9.47000,378.35000,33.23000,4.47000,0.07000,,0.04000,0.94000,0.00000,3211380,Ⅲ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-04 16:00:00,19.1200,8.84000,10.05000,381.83000,37.69000,4.84000,0.05000,,0.05000,0.91000,0.00000,3595420,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-04 20:00:00,18.7600,8.75000,9.58000,378.62000,39.77000,4.87000,0.05000,,0.05000,0.97000,0.00000,4527590,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-05 00:00:00,18.6100,8.64000,9.01000,376.13000,48.24000,4.87000,0.07000,,0.05000,0.97000,0.00000,4406520,Ⅳ,
江苏省,苏州市,太湖流域,阳澄湖,阳澄湖心,120.869564,31.460995,2021-11-05 04:00:00,18.5100,8.47000,8.34000,380.61000,46.38000,4.89000,0.09000,,0.05000,0.95000,0.00000,3609190,Ⅳ,
